0.000539374 0.000549467 0.000579923 0.000631275 0.000704401 0.000800518 0.000921162 0.00106817 0.00124366 0.00144999 0.00168972 0.00196559 0.00228045 0.00263721 0.00303877 0.003488 0.0039876 0.00454009 0.00514766 0.00581219 0.00653506 0.00731717 0.00815879 0.00905954 0.0100183 0.0110332 0.0121015 0.0132196 0.0143832 0.0155868 0.0168243 0.0180888 0.0193725 0.020667 0.0219631 0.0232514 0.0245218 0.0257641 0.0269678 0.0281224 0.0292177 0.0302436 0.0311906 0.0320495 0.0328121 0.0334708 0.0340191 0.0344514 0.0347634 0.0349519 0.035015 0.0349519 0.0347634 0.0344514 0.0340191 0.0334708 0.0328121 0.0320495 0.0311906 0.0302436 0.0292177 0.0281224 0.0269678 0.0257641 0.0245218 0.0232514 0.0219631 0.020667 0.0193725 0.0180888 0.0168243 0.0155868 0.0143832 0.0132196 0.0121015 0.0110332 0.0100183 0.00905954 0.00815879 0.00731717 0.00653506 0.00581219 0.00514766 0.00454009 0.0039876 0.003488 0.00303877 0.00263721 0.00228045 0.00196559 0.00168972 0.00144999 0.00124366 0.00106817 0.000921162 0.000800518 0.000704401 0.000631275 0.000579923 0.000549467 
0.000549467 0.000559735 0.000590718 0.000642956 0.000717341 0.000815105 0.000937808 0.00108731 0.00126576 0.00147555 0.00171927 0.0019997 0.00231972 0.00268227 0.00309031 0.00354672 0.00405424 0.00461539 0.00523243 0.00590721 0.00664114 0.0074351 0.00828936 0.00920353 0.0101764 0.0112062 0.01229 0.0134242 0.0146043 0.0158249 0.0170798 0.0183619 0.0196633 0.0209755 0.0222893 0.023595 0.0248825 0.0261413 0.0273609 0.0285308 0.0296404 0.0306798 0.031639 0.0325091 0.0332815 0.0339487 0.034504 0.0349418 0.0352578 0.0354487 0.0355126 0.0354487 0.0352578 0.0349418 0.034504 0.0339487 0.0332815 0.0325091 0.031639 0.0306798 0.0296404 0.0285308 0.0273609 0.0261413 0.0248825 0.023595 0.0222893 0.0209755 0.0196633 0.0183619 0.0170798 0.0158249 0.0146043 0.0134242 0.01229 0.0112062 0.0101764 0.00920353 0.00828936 0.0074351 0.00664114 0.00590721 0.00523243 0.00461539 0.00405424 0.00354672 0.00309031 0.00268227 0.00231972 0.0019997 0.00171927 0.00147555 0.00126576 0.00108731 0.000937808 0.000815105 0.000717341 0.000642956 0.000590718 0.000559735 
0.000579923 0.000590718 0.000623289 0.000678199 0.000756378 0.00085911 0.000988018 0.00114504 0.00133241 0.00155262 0.00180836 0.00210252 0.00243807 0.0028181 0.00324563 0.00372366 0.00425501 0.0048423 0.00548781 0.00619345 0.00696065 0.00779029 0.0086826 0.00963711 0.0106526 0.011727 0.0128574 0.01404 0.0152699 0.0165417 0.0178488 0.0191838 0.0205385 0.021904 0.0232708 0.0246288 0.0259675 0.027276 0.0285436 0.0297592 0.030912 0.0319915 0.0329877 0.0338911 0.0346931 0.0353857 0.0359621 0.0364166 0.0367445 0.0369427 0.0370089 0.0369427 0.0367445 0.0364166 0.0359621 0.0353857 0.0346931 0.0338911 0.0329877 0.0319915 0.030912 0.0297592 0.0285436 0.027276 0.0259675 0.0246288 0.0232708 0.021904 0.0205385 0.0191838 0.0178488 0.0165417 0.0152699 0.01404 0.0128574 0.011727 0.0106526 0.00963711 0.0086826 0.00779029 0.00696065 0.00619345 0.00548781 0.0048423 0.00425501 0.00372366 0.00324563 0.0028181 0.00243807 0.00210252 0.00180836 0.00155262 0.00133241 0.00114504 0.000988018 0.00085911 0.000756378 0.000678199 0.000623289 0.000590718 
0.000631275 0.000642956 0.000678199 0.000737606 0.000822167 0.000933255 0.0010726 0.00124227 0.00144465 0.00168237 0.00195832 0.00227554 0.00263722 0.00304658 0.00350686 0.0040212 0.00459258 0.00522372 0.00591701 0.00667444 0.00749746 0.00838692 0.00934302 0.0103652 0.011452 0.0126012 0.0138097 0.0150732 0.0163868 0.0177442 0.0191387 0.0205621 0.022006 0.0234607 0.0249161 0.0263615 0.0277859 0.0291776 0.0305253 0.0318173 0.0330422 0.0341889 0.0352468 0.036206 0.0370573 0.0377923 0.038404 0.0388862 0.0392341 0.0394443 0.0395146 0.0394443 0.0392341 0.0388862 0.038404 0.0377923 0.0370573 0.036206 0.0352468 0.0341889 0.0330422 0.0318173 0.0305253 0.0291776 0.0277859 0.0263615 0.0249161 0.0234607 0.022006 0.0205621 0.0191387 0.0177442 0.0163868 0.0150732 0.0138097 0.0126012 0.011452 0.0103652 0.00934302 0.00838692 0.00749746 0.00667444 0.00591701 0.00522372 0.00459258 0.0040212 0.00350686 0.00304658 0.00263722 0.00227554 0.00195832 0.00168237 0.00144465 0.00124227 0.0010726 0.000933255 0.000822167 0.000737606 0.000678199 0.000642956 
0.000704401 0.000717341 0.000756378 0.000822167 0.000915789 0.00103874 0.00119289 0.00138051 0.00160416 0.00186673 0.00217132 0.00252124 0.00291992 0.00337086 0.00387751 0.00444325 0.00507126 0.00576444 0.00652532 0.00735596 0.00825786 0.00923186 0.0102781 0.0113957 0.0125832 0.0138381 0.0151566 0.0165344 0.0179656 0.0194438 0.0209613 0.0225094 0.0240788 0.025659 0.0272391 0.0288076 0.0303524 0.0318612 0.0333215 0.0347208 0.036047 0.0372881 0.0384327 0.0394702 0.0403907 0.0411854 0.0418466 0.0423678 0.0427438 0.0429709 0.0430468 0.0429709 0.0427438 0.0423678 0.0418466 0.0411854 0.0403907 0.0394702 0.0384327 0.0372881 0.036047 0.0347208 0.0333215 0.0318612 0.0303524 0.0288076 0.0272391 0.025659 0.0240788 0.0225094 0.0209613 0.0194438 0.0179656 0.0165344 0.0151566 0.0138381 0.0125832 0.0113957 0.0102781 0.00923186 0.00825786 0.00735596 0.00652532 0.00576444 0.00507126 0.00444325 0.00387751 0.00337086 0.00291992 0.00252124 0.00217132 0.00186673 0.00160416 0.00138051 0.00119289 0.00103874 0.000915789 0.000822167 0.000756378 0.000717341 
0.000800518 0.000815105 0.00085911 0.000933255 0.00103874 0.0011772 0.00135074 0.00156182 0.00181331 0.00210835 0.00245037 0.00284301 0.00329002 0.00379521 0.00436237 0.00499515 0.005697 0.00647104 0.00731996 0.00824594 0.00925051 0.0103345 0.0114978 0.0127396 0.014058 0.01545 0.0169115 0.0184374 0.0200214 0.0216561 0.023333 0.0250427 0.0267745 0.0285173 0.0302588 0.0319865 0.033687 0.035347 0.0369529 0.038491 0.039948 0.041311 0.0425676 0.0437061 0.0447161 0.0455877 0.0463127 0.0468841 0.0472963 0.0475453 0.0476285 0.0475453 0.0472963 0.0468841 0.0463127 0.0455877 0.0447161 0.0437061 0.0425676 0.041311 0.039948 0.038491 0.0369529 0.035347 0.033687 0.0319865 0.0302588 0.0285173 0.0267745 0.0250427 0.023333 0.0216561 0.0200214 0.0184374 0.0169115 0.01545 0.014058 0.0127396 0.0114978 0.0103345 0.00925051 0.00824594 0.00731996 0.00647104 0.005697 0.00499515 0.00436237 0.00379521 0.00329002 0.00284301 0.00245037 0.00210835 0.00181331 0.00156182 0.00135074 0.0011772 0.00103874 0.000933255 0.00085911 0.000815105 
0.000921162 0.000937808 0.000988018 0.0010726 0.00119289 0.00135074 0.00154846 0.00178884 0.00207503 0.00241057 0.00279926 0.00324511 0.0037523 0.00432504 0.00496747 0.00568362 0.00647725 0.00735173 0.00830996 0.00935424 0.0104861 0.0117064 0.013015 0.0144105 0.0158908 0.0174524 0.0190906 0.0207996 0.0225723 0.0244002 0.0262739 0.0281827 0.0301149 0.0320579 0.0339982 0.0359218 0.0378141 0.0396602 0.041445 0.0431537 0.0447714 0.0462841 0.0476782 0.0489409 0.0500605 0.0510266 0.05183 0.052463 0.0529196 0.0531953 0.0532876 0.0531953 0.0529196 0.052463 0.05183 0.0510266 0.0500605 0.0489409 0.0476782 0.0462841 0.0447714 0.0431537 0.041445 0.0396602 0.0378141 0.0359218 0.0339982 0.0320579 0.0301149 0.0281827 0.0262739 0.0244002 0.0225723 0.0207996 0.0190906 0.0174524 0.0158908 0.0144105 0.013015 0.0117064 0.0104861 0.00935424 0.00830996 0.00735173 0.00647725 0.00568362 0.00496747 0.00432504 0.0037523 0.00324511 0.00279926 0.00241057 0.00207503 0.00178884 0.00154846 0.00135074 0.00119289 0.0010726 0.000988018 0.000937808 
0.00106817 0.00108731 0.00114504 0.00124227 0.00138051 0.00156182 0.00178884 0.00206466 0.00239286 0.00277737 0.00322245 0.0037326 0.00431246 0.0049667 0.00569993 0.00651658 0.00742077 0.00841618 0.00950594 0.0106925 0.0119774 0.0133614 0.0148442 0.0164241 0.0180985 0.0198634 0.0217132 0.0236413 0.0256396 0.0276985 0.0298072 0.0319538 0.034125 0.0363068 0.038484 0.040641 0.0427616 0.044829 0.0468268 0.0487382 0.0505471 0.0522378 0.0537951 0.0552052 0.056455 0.0575332 0.0584296 0.0591358 0.0596451 0.0599526 0.0600554 0.0599526 0.0596451 0.0591358 0.0584296 0.0575332 0.056455 0.0552052 0.0537951 0.0522378 0.0505471 0.0487382 0.0468268 0.044829 0.0427616 0.040641 0.038484 0.0363068 0.034125 0.0319538 0.0298072 0.0276985 0.0256396 0.0236413 0.0217132 0.0198634 0.0180985 0.0164241 0.0148442 0.0133614 0.0119774 0.0106925 0.00950594 0.00841618 0.00742077 0.00651658 0.00569993 0.0049667 0.00431246 0.0037326 0.00322245 0.00277737 0.00239286 0.00206466 0.00178884 0.00156182 0.00138051 0.00124227 0.00114504 0.00108731 
0.00124366 0.00126576 0.00133241 0.00144465 0.00160416 0.00181331 0.00207503 0.00239286 0.00277078 0.00321326 0.00372506 0.00431123 0.00497695 0.00572744 0.00656782 0.00750299 0.00853747 0.00967531 0.0109199 0.0122737 0.0137385 0.0153148 0.0170021 0.0187983 0.0207002 0.022703 0.0248005 0.0269849 0.0292468 0.0315754 0.0339585 0.0363824 0.0388323 0.0412922 0.0437453 0.0461739 0.0485598 0.0508847 0.0531298 0.0552767 0.0573074 0.0592044 0.0609511 0.062532 0.0639329 0.065141 0.0661451 0.066936 0.0675062 0.0678505 0.0679657 0.0678505 0.0675062 0.066936 0.0661451 0.065141 0.0639329 0.062532 0.0609511 0.0592044 0.0573074 0.0552767 0.0531298 0.0508847 0.0485598 0.0461739 0.0437453 0.0412922 0.0388323 0.0363824 0.0339585 0.0315754 0.0292468 0.0269849 0.0248005 0.022703 0.0207002 0.0187983 0.0170021 0.0153148 0.0137385 0.0122737 0.0109199 0.00967531 0.00853747 0.00750299 0.00656782 0.00572744 0.00497695 0.00431123 0.00372506 0.00321326 0.00277078 0.00239286 0.00207503 0.00181331 0.00160416 0.00144465 0.00133241 0.00126576 
0.00144999 0.00147555 0.00155262 0.00168237 0.00186673 0.00210835 0.00241057 0.00277737 0.00321326 0.00372325 0.00431272 0.00498733 0.00575288 0.0066152 0.00757998 0.00865265 0.0098382 0.011141 0.0125648 0.0141122 0.0157849 0.0175833 0.0195064 0.021552 0.0237161 0.0259929 0.0283753 0.0308543 0.033419 0.0360572 0.0387549 0.0414967 0.0442657 0.0470439 0.0498125 0.0525515 0.0552406 0.0578593 0.0603866 0.062802 0.0650855 0.0672176 0.06918 0.0709554 0.0725281 0.0738838 0.0750105 0.0758977 0.0765373 0.0769234 0.0770526 0.0769234 0.0765373 0.0758977 0.0750105 0.0738838 0.0725281 0.0709554 0.06918 0.0672176 0.0650855 0.062802 0.0603866 0.0578593 0.0552406 0.0525515 0.0498125 0.0470439 0.0442657 0.0414967 0.0387549 0.0360572 0.033419 0.0308543 0.0283753 0.0259929 0.0237161 0.021552 0.0195064 0.0175833 0.0157849 0.0141122 0.0125648 0.011141 0.0098382 0.00865265 0.00757998 0.0066152 0.00575288 0.00498733 0.00431272 0.00372325 0.00321326 0.00277737 0.00241057 0.00210835 0.00186673 0.00168237 0.00155262 0.00147555 
